,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
1295,NOLSM7562827,2,Implantation,1.46E+16,7.10094E+13,7.88E+17,2.99E+17,6.00E+17,32449.884,102.223,878,153,28,27,24-02-2022
1296,NOLSM21791217,1,Implantation,1.35E+16,4.33E+16,6.72E+17,2.99E+17,6.00E+17,31527.587,97.744,914,151,9,28,25-02-2022
1297,NOLSM21892218,2,Implantation,1.44E+16,4.99E+16,5.27E+17,3.01E+17,6.00E+17,32215.538,103.454,910,152,9,29,25-02-2022
1298,NOLSM21993219,3,Implantation,1.95E+16,3.40E+16,1.09E+18,2.99E+17,6.00E+17,32325.654,102.423,907,157,9,30,25-02-2022
1299,NOLSM22094220,1,Implantation,1.17E+16,7.80064E+15,4.86E+17,3.00E+17,6.00E+17,31723.494,103.422,900,155,9,31,25-02-2022
1300,NOLSM22195221,2,Implantation,9.57659E+15,1.35E+17,5.71E+17,2.99E+17,6.00E+17,32407.745,102.429,900,150,9,32,25-02-2022
1301,NOLSM22296222,3,Implantation,1.87E+16,-3.01E+16,8.68E+17,3.01E+17,6.00E+17,32497.987,102.546,919,156,9,33,25-02-2022
1302,NOLSM22397223,1,Implantation,1.44E+16,9.13E+16,6.47E+17,3.00E+17,6.00E+17,32148.097,102.642,892,154,9,34,25-02-2022
1303,NOLSM22498224,2,Implantation,1.77E+16,9.62E+16,8.53E+17,2.98E+17,6.00E+17,31400.682,101.624,871,155,9,35,25-02-2022
1304,NOLSM22599225,3,Implantation,1.23E+16,8.67E+16,2.55E+17,3.00E+17,6.00E+17,31093.126,102.801,898,153,9,36,25-02-2022
1305,NOLSM226910226,1,Implantation,8.75685E+15,1.58E+17,9.49E+17,2.99E+17,6.00E+17,31269.035,103.405,909,159,9,37,25-02-2022
1306,NOLSM227911227,2,Implantation,9.56984E+15,1.41E+17,5.76E+17,3.01E+17,6.00E+17,32130.96,103.151,921,152,9,38,25-02-2022
1307,NOLSM228912228,3,Implantation,1.20E+16,1.56E+17,1.40E+18,3.02E+17,6.00E+17,32270.306,103.157,891,152,9,39,25-02-2022
1308,NOLSM229913229,1,Implantation,1.48E+16,5.99E+16,5.52E+17,3.00E+17,6.00E+17,31181.18,102.288,915,157,9,40,25-02-2022
1309,NOLSM230914230,2,Implantation,6.65844E+15,5.41E+16,5.00E+17,2.99E+17,6.00E+17,31249.611,102.036,893,155,9,41,25-02-2022
1310,NOLSM231915231,3,Implantation,9.2618E+15,1.08E+17,1.09E+18,3.01E+17,6.00E+17,30899.82,104.486,907,155,9,42,25-02-2022
1311,NOLSM232916232,1,Implantation,1.14E+16,1.13E+17,4.62E+17,3.00E+17,6.00E+17,31964.942,104.584,885,156,9,43,25-02-2022
1312,NOLSM233917233,2,Implantation,8.44316E+15,9.18E+16,8.33E+17,3.00E+17,6.00E+17,32318.607,102.912,905,156,9,44,25-02-2022
1313,NOLSM234918234,3,Implantation,9.63629E+15,7.41E+16,2.40E+17,3.00E+17,6.00E+17,31891.406,102.015,883,155,9,45,25-02-2022
1314,NOLSM235919235,1,Implantation,9.12446E+15,4.07E+16,2.54E+17,3.01E+17,6.00E+17,31409.106,102.6,895,155,9,46,25-02-2022
1315,NOLSM236920236,2,Implantation,6.97647E+15,5.54E+16,8.43E+17,3.01E+17,6.00E+17,32608.352,103.128,900,152,9,47,25-02-2022
1316,NOLSM237921237,3,Implantation,4.55284E+15,6.94E+16,4.57E+17,2.98E+17,6.00E+17,32496.871,104.199,916,159,9,48,25-02-2022
1317,NOLSM238922238,1,Implantation,1.60E+16,1.43E+17,5.02E+17,3.02E+17,6.00E+17,31912.056,106.428,898,154,9,49,25-02-2022
1318,NOLSM239923239,2,Implantation,1.10E+16,7.72E+16,6.64E+16,3.03E+17,6.00E+17,31192.302,103.46,916,154,9,50,25-02-2022
1319,NOLSM240924240,3,Implantation,1.75E+16,1.39E+17,6.15E+17,3.00E+17,6.00E+17,31265.612,105.779,884,154,9,51,25-02-2022
1320,NOLSM241925241,1,Implantation,1.18E+16,7.14E+16,5.56E+17,2.99E+17,6.00E+17,32341.911,102.258,897,157,9,52,25-02-2022
1321,NOLSM242926242,2,Implantation,6.10029E+15,1.23E+16,1.06E+18,3.00E+17,6.00E+17,31982.396,103.03,893,157,9,53,25-02-2022
1322,NOLSM243927243,3,Implantation,9.91024E+15,1.06E+17,6.60E+17,3.00E+17,6.00E+17,31768.47,104.863,896,155,9,54,25-02-2022
1323,NOLSM757291757,1,Implantation,1.93E+16,,3.09E+17,2.99E+17,6.00E+17,32444.191,101.359,877,152,29,28,25-02-2022
1324,NOLSM758292758,2,Implantation,7.62401E+15,3.37E+16,1.99922E+12,3.00E+17,6.00E+17,32445.445,102.018,878,153,29,29,25-02-2022
1325,NOLSM759293759,3,Implantation,1.10E+16,4.97E+16,8.93E+16,3.00E+17,6.00E+17,32412.236,102.028,878,153,29,30,25-02-2022
1326,NOLSM760294760,1,Implantation,2.80051E+15,32645606689,26639639.17,3.01E+17,6.00E+17,31636.858,102.074,877,153,29,31,25-02-2022
1327,NOLSM761295761,2,Implantation,1.96E+16,1.31E+16,4.64E+17,3.00E+17,6.00E+17,30152.769,101.907,874,153,29,32,25-02-2022
1328,NOLSM762296762,3,Implantation,1.97E+16,6.28E+16,4.57002E+13,2.99E+17,6.00E+17,32166.325,100.491,909,151,29,33,25-02-2022
1329,NOLSM763297763,1,Implantation,2.00E+16,7.88E+16,6.30E+17,2.99E+17,6.00E+17,32454.409,100.971,910,151,29,34,25-02-2022
1330,NOLSM764298764,2,Implantation,1.29E+16,4.09E+16,3.38E+17,3.00E+17,6.00E+17,32445.721,101.366,909,152,29,35,25-02-2022
1331,NOLSM765299765,3,Implantation,7.33919E+15,1.58E+16,1.13E+16,3.00E+17,6.00E+17,32450.024,100.821,900,151,29,36,25-02-2022
1332,NOLSM7662910766,1,Implantation,7.36092E+15,3.99E+16,2.38E+17,3.00E+17,6.00E+17,32158.005,99.912,900,150,29,37,25-02-2022
1333,NOLSM7672911767,2,Implantation,1.19E+16,5.58938E+15,4.93E+17,3.01E+17,6.00E+17,32446.797,99.754,900,150,29,38,25-02-2022
1334,NOLSM7682912768,3,Implantation,4.19343E+15,1.12E+17,1.41987E+11,2.99E+17,6.00E+17,32657.34,99.752,900,150,29,39,25-02-2022
1335,NOLSM7692913769,1,Implantation,7.58E+15,3.92E+16,6.26E+16,2.99E+17,6.00E+17,32688.659,100.742,903,151,29,40,25-02-2022
1336,NOLSM7702914770,2,Implantation,1.02E+16,1.05E+17,1.81E+17,3.01E+17,6.00E+17,32664.685,100.117,904,150,29,41,25-02-2022
1337,NOLSM7712915771,3,Implantation,4.07912E+15,7.59872E+15,8.46E+17,3.00E+17,6.00E+17,32632.272,101.036,905,152,29,42,25-02-2022
1338,NOLSM7722916772,1,Implantation,4.59059E+15,3.43046E+15,1.23E+17,2.99E+17,6.00E+17,32636.484,102.066,908,153,29,43,25-02-2022
1339,NOLSM7732917773,2,Implantation,1.61E+16,1.53E+17,1.17E+18,3.00E+17,6.00E+17,32666.317,100.929,904,151,29,44,25-02-2022
1340,NOLSM7742918774,3,Implantation,5.05917E+15,2.07E+16,6.90E+17,3.00E+17,6.00E+17,32646.298,102.07,908,153,29,45,25-02-2022
1341,NOLSM7752919775,1,Implantation,8.12518E+15,1.82E+16,3.78E+16,3.00E+17,6.00E+17,32682.765,102.099,913,153,29,46,25-02-2022
1342,NOLSM7762920776,2,Implantation,2.06E+16,7.74E+16,4.67E+17,3.00E+17,6.00E+17,32673.341,102.443,913,154,29,47,25-02-2022
1343,NOLSM7772921777,3,Implantation,1.21E+16,1.37E+16,3.07142E+15,3.00E+17,6.00E+17,32653.528,101.86,912,153,29,48,25-02-2022
1344,NOLSM7782922778,1,Implantation,1.81E+16,1.0715E+15,3.59E+17,3.00E+17,6.00E+17,32677.209,102.094,913,153,29,49,25-02-2022
1345,NOLSM7792923779,2,Implantation,2.44193E+15,3.82E+16,1875907865,2.98E+17,6.00E+17,32696.413,102.006,913,153,29,50,25-02-2022
1346,NOLSM7802924780,3,Implantation,1.05E+16,1.18E+17,1.05E+17,3.00E+17,6.00E+17,32700.965,101.671,912,153,29,51,25-02-2022
1347,NOLSM7812925781,1,Implantation,6.90917E+15,1.09E+17,5.12E+17,3.00E+17,6.00E+17,32451.323,101.386,913,152,29,52,25-02-2022
1348,NOLSM7822926782,2,Implantation,1.77E+16,7.78E+16,8.15E+17,3.01E+17,6.00E+17,32534.357,101.223,904,152,29,53,25-02-2022
1349,NOLSM7832927783,3,Implantation,2.07E+16,1.45E+17,1.21E+18,3.02E+17,6.00E+17,32621.49,100.525,905,151,29,54,25-02-2022
1350,NOLSM21791,3,Implantation,1.35E+16,4.33E+16,6.72E+17,2.99E+17,6.00E+17,31527.587,97.744,914,151,9,1,25-02-2022
1351,NOLSM21892,2,Implantation,1.44E+16,4.99E+16,5.27E+17,3.01E+17,6.00E+17,32215.538,103.454,910,152,9,2,25-02-2022
1352,NOLSM21993,1,Implantation,1.95E+16,3.40E+16,1.09E+18,2.99E+17,6.00E+17,32325.654,102.423,907,157,9,3,25-02-2022
1353,NOLSM22094,1,Implantation,1.17E+16,7.80064E+15,4.86E+17,3.00E+17,6.00E+17,31723.494,103.422,900,155,9,4,25-02-2022
1354,NOLSM22195,2,Implantation,9.57659E+15,1.35E+17,5.71E+17,2.99E+17,6.00E+17,32407.745,102.429,900,150,9,5,25-02-2022
1355,NOLSM22296,3,Implantation,1.87E+16,-3.01E+16,8.68E+17,3.01E+17,6.00E+17,32497.987,102.546,919,156,9,6,25-02-2022
1356,NOLSM22397,3,Implantation,1.44E+16,9.13E+16,6.47E+17,3.00E+17,6.00E+17,32148.097,102.642,892,154,9,7,25-02-2022
1357,NOLSM22498,1,Implantation,1.77E+16,9.62E+16,8.53E+17,2.98E+17,6.00E+17,31400.682,101.624,871,155,9,8,25-02-2022
1358,NOLSM22599,1,Implantation,1.23E+16,8.67E+16,2.55E+17,3.00E+17,6.00E+17,31093.126,102.801,898,153,9,9,25-02-2022
1359,NOLSM226910,2,Implantation,8.75685E+15,1.58E+17,9.49E+17,2.99E+17,6.00E+17,31269.035,103.405,909,159,9,10,25-02-2022
1360,NOLSM227911,3,Implantation,9.56984E+15,1.41E+17,5.76E+17,3.01E+17,6.00E+17,32130.96,103.151,921,152,9,11,25-02-2022
1361,NOLSM228912,3,Implantation,1.20E+16,1.56E+17,1.40E+18,3.02E+17,6.00E+17,32270.306,103.157,891,152,9,12,25-02-2022
1362,NOLSM229913,2,Implantation,1.48E+16,5.99E+16,5.52E+17,3.00E+17,6.00E+17,31181.18,102.288,915,157,9,13,25-02-2022
1363,NOLSM230914,1,Implantation,6.65844E+15,5.41E+16,5.00E+17,2.99E+17,6.00E+17,31249.611,102.036,893,155,9,14,25-02-2022
1364,NOLSM231915,1,Implantation,9.2618E+15,1.08E+17,1.09E+18,3.01E+17,6.00E+17,30899.82,104.486,907,155,9,15,25-02-2022
1365,NOLSM232916,2,Implantation,1.14E+16,1.13E+17,4.62E+17,3.00E+17,6.00E+17,31964.942,104.584,885,156,9,16,25-02-2022
1366,NOLSM233917,3,Implantation,8.44316E+15,9.18E+16,8.33E+17,3.00E+17,6.00E+17,32318.607,102.912,905,156,9,17,25-02-2022
1367,NOLSM234918,3,Implantation,9.63629E+15,7.41E+16,2.40E+17,3.00E+17,6.00E+17,31891.406,102.015,883,155,9,18,25-02-2022
1368,NOLSM235919,2,Implantation,9.12446E+15,4.07E+16,2.54E+17,3.01E+17,6.00E+17,31409.106,102.6,895,155,9,19,25-02-2022
1369,NOLSM236920,1,Implantation,6.97647E+15,5.54E+16,8.43E+17,3.01E+17,6.00E+17,32608.352,103.128,900,152,9,20,25-02-2022
1370,NOLSM237921,1,Implantation,4.55284E+15,6.94E+16,4.57E+17,2.98E+17,6.00E+17,32496.871,104.199,916,159,9,21,25-02-2022
1371,NOLSM238922,2,Implantation,1.60E+16,1.43E+17,5.02E+17,3.02E+17,6.00E+17,31912.056,106.428,898,154,9,22,25-02-2022
1372,NOLSM239923,3,Implantation,1.10E+16,7.72E+16,6.64E+16,3.03E+17,6.00E+17,31192.302,103.46,916,154,9,23,25-02-2022
1373,NOLSM240924,2,Implantation,1.75E+16,1.39E+17,6.15E+17,3.00E+17,6.00E+17,31265.612,105.779,884,154,9,24,25-02-2022
1374,NOLSM241925,1,Implantation,1.18E+16,7.14E+16,5.56E+17,2.99E+17,6.00E+17,32341.911,102.258,897,157,9,25,25-02-2022
1375,NOLSM242926,1,Implantation,6.10029E+15,1.23E+16,1.06E+18,3.00E+17,6.00E+17,31982.396,103.03,893,157,9,26,25-02-2022
1376,NOLSM243927,2,Implantation,9.91024E+15,1.06E+17,6.60E+17,3.00E+17,6.00E+17,31768.47,104.863,896,155,9,27,25-02-2022
1377,NOLSM757291,1,Implantation,6.96421E+15,5.52155E+15,3.09E+17,2.99E+17,6.00E+17,32444.191,101.359,877,152,29,1,25-02-2022
1378,NOLSM758292,1,Implantation,3.59058E+15,3.37E+16,1.99922E+12,3.00E+17,6.00E+17,32445.445,102.018,878,153,29,2,25-02-2022
1379,NOLSM759293,2,Implantation,2.10E+16,4.97E+16,8.93E+16,3.00E+17,6.00E+17,32412.236,102.028,878,153,29,3,25-02-2022
1380,NOLSM760294,3,Implantation,1.19E+16,32645606689,26639639.17,3.01E+17,6.00E+17,31636.858,102.074,877,153,29,4,25-02-2022
1381,NOLSM761295,3,Implantation,7.80276E+15,1.31E+16,4.64E+17,3.00E+17,6.00E+17,30152.769,101.907,874,153,29,5,25-02-2022
1382,NOLSM762296,2,Implantation,1.69E+16,6.28E+16,4.57002E+13,2.99E+17,6.00E+17,32166.325,100.491,909,151,29,6,25-02-2022
1383,NOLSM763297,1,Implantation,1.10E+16,7.88E+16,6.30E+17,2.99E+17,6.00E+17,32454.409,100.971,910,151,29,7,25-02-2022
1384,NOLSM764298,1,Implantation,5.81265E+15,4.09E+16,3.38E+17,3.00E+17,6.00E+17,32445.721,101.366,909,152,29,8,25-02-2022
1385,NOLSM765299,2,Implantation,3.11156E+15,1.58E+16,1.13E+16,3.00E+17,6.00E+17,32450.024,100.821,900,151,29,9,25-02-2022
1386,NOLSM7662910,3,Implantation,5.57391E+15,3.99E+16,2.38E+17,3.00E+17,6.00E+17,32158.005,99.912,900,150,29,10,25-02-2022
1387,NOLSM7672911,3,Implantation,8.23529E+15,5.58938E+15,4.93E+17,3.01E+17,6.00E+17,32446.797,99.754,900,150,29,11,25-02-2022
1388,NOLSM7682912,2,Implantation,1.13E+16,1.12E+17,1.41987E+11,2.99E+17,6.00E+17,32657.34,99.752,900,150,29,12,25-02-2022
1389,NOLSM7692913,1,Implantation,1.08E+16,3.92E+16,6.26E+16,2.99E+17,6.00E+17,32688.659,100.742,903,151,29,13,25-02-2022
1390,NOLSM7702914,1,Implantation,1.53E+16,1.05E+17,1.81E+17,3.01E+17,6.00E+17,32664.685,100.117,904,150,29,14,25-02-2022
1391,NOLSM7712915,2,Implantation,1.71E+16,7.59872E+15,8.46E+17,3.00E+17,6.00E+17,32632.272,101.036,905,152,29,15,25-02-2022
1392,NOLSM7722916,3,Implantation,1.28E+16,3.43046E+15,1.23E+17,2.99E+17,6.00E+17,32636.484,102.066,908,153,29,16,25-02-2022
1393,NOLSM7732917,2,Implantation,2.07E+16,1.53E+17,1.17E+18,3.00E+17,6.00E+17,32666.317,100.929,904,151,29,17,25-02-2022
1394,NOLSM7742918,1,Implantation,2.00E+16,2.07E+16,6.90E+17,3.00E+17,6.00E+17,32646.298,102.07,908,153,29,18,25-02-2022
1395,NOLSM7752919,1,Implantation,1.71E+16,1.82E+16,3.78E+16,3.00E+17,6.00E+17,32682.765,102.099,913,153,29,19,25-02-2022
1396,NOLSM7762920,2,Implantation,9.56098E+15,7.74E+16,4.67E+17,3.00E+17,6.00E+17,32673.341,102.443,913,154,29,20,25-02-2022
1397,NOLSM7772921,3,Implantation,2.52494E+15,1.37E+16,3.07142E+15,3.00E+17,6.00E+17,32653.528,101.86,912,153,29,21,25-02-2022
1398,NOLSM7782922,3,Implantation,1.28E+16,1.0715E+15,3.59E+17,3.00E+17,6.00E+17,32677.209,102.094,913,153,29,22,25-02-2022
1399,NOLSM7792923,1,Implantation,3.8352E+15,3.82E+16,1875907865,2.98E+17,6.00E+17,32696.413,102.006,913,153,29,23,25-02-2022
1400,NOLSM7802924,1,Implantation,1.20E+16,1.18E+17,1.05E+17,3.00E+17,6.00E+17,32700.965,101.671,912,153,29,24,25-02-2022
1401,NOLSM7812925,3,Implantation,1.18E+16,1.09E+17,5.12E+17,3.00E+17,6.00E+17,32451.323,101.386,913,152,29,25,25-02-2022
1402,NOLSM7822926,3,Implantation,1.77E+16,7.78E+16,8.15E+17,3.01E+17,6.00E+17,32534.357,101.223,904,152,29,26,25-02-2022
1403,NOLSM7832927,2,Implantation,2.07E+16,1.45E+17,1.21E+18,3.02E+17,6.00E+17,32621.49,100.525,905,151,29,27,25-02-2022
1404,NOLSM244101244,1,Implantation,1.18E+16,1.18E+17,6.36E+17,3.00E+17,6.00E+17,32163.791,100.24,908,158,10,28,26-02-2022
1405,NOLSM245102245,2,Implantation,1.59E+16,1.22E+17,6.64E+17,3.00E+17,6.00E+17,31833.551,102.338,886,156,10,29,26-02-2022
1406,NOLSM246103246,3,Implantation,1.41E+16,1.29E+17,3.86E+17,3.03E+17,6.00E+17,32188.226,106.191,896,153,10,30,26-02-2022
1407,NOLSM247104247,1,Implantation,1.60E+16,7.80E+16,3.19E+16,2.99E+17,6.00E+17,32228.325,102.064,891,158,10,31,26-02-2022
1408,NOLSM248105248,2,Implantation,1.31E+16,1.08E+17,8.48E+17,3.00E+17,6.00E+17,30846.811,101.812,887,154,10,32,26-02-2022
1409,NOLSM249106249,3,Implantation,1.23E+16,1.52E+17,6.81E+17,3.01E+17,6.00E+17,32759.266,106.709,904,151,10,33,26-02-2022
1410,NOLSM250107250,1,Implantation,1.24E+16,9.84E+16,4.61E+17,3.02E+17,6.00E+17,32057.894,101.318,908,157,10,34,26-02-2022
1411,NOLSM251108251,2,Implantation,6.23388E+15,7.04E+16,5.95E+17,2.99E+17,6.00E+17,31994.968,103.206,893,155,10,35,26-02-2022
1412,NOLSM252109252,3,Implantation,1.50E+16,8.48E+16,9.33E+17,3.01E+17,6.00E+17,31986.81,101.812,879,152,10,36,26-02-2022
1413,NOLSM2531010253,1,Implantation,1.62E+16,1.59E+17,5.12E+17,3.01E+17,6.00E+17,31791.31,104.329,873,154,10,37,26-02-2022
1414,NOLSM2541011254,2,Implantation,9.4981E+15,5.70E+16,8.14E+17,3.03E+17,6.00E+17,30626.351,100.865,871,156,10,38,26-02-2022
1415,NOLSM2551012255,3,Implantation,1.03E+16,6.98E+16,2.86E+17,3.00E+17,6.00E+17,31950.761,103.631,898,153,10,39,26-02-2022
1416,NOLSM2561013256,1,Implantation,8.47317E+15,7.01E+16,5.18E+17,2.99E+17,6.00E+17,31352.585,103.491,909,155,10,40,26-02-2022
1417,NOLSM2571014257,2,Implantation,1.47E+16,6.69E+16,6.47E+17,3.01E+17,6.00E+17,30552.557,103.142,944,155,10,41,26-02-2022
1418,NOLSM2581015258,3,Implantation,2.48695E+15,1.06E+17,7.89E+17,2.99E+17,6.00E+17,31715.512,103.914,896,155,10,42,26-02-2022
1419,NOLSM2591016259,1,Implantation,1.30E+16,1.46E+17,6.70E+17,2.97E+17,6.00E+17,30474.163,101.145,898,156,10,43,26-02-2022
1420,NOLSM2601017260,2,Implantation,1.14E+16,1.70E+17,6.04E+17,2.98E+17,6.00E+17,31692.92,102.863,931,157,10,44,26-02-2022
1421,NOLSM2611018261,3,Implantation,1.36E+16,5.92E+16,4.01E+17,2.99E+17,6.00E+17,31037.529,101.615,920,155,10,45,26-02-2022
1422,NOLSM2621019262,1,Implantation,2.40E+16,3.60E+16,5.70E+17,2.99E+17,6.00E+17,31925.006,102.899,889,153,10,46,26-02-2022
1423,NOLSM2631020263,2,Implantation,7.89E+15,8.70E+16,5.67E+17,2.98E+17,6.00E+17,32001.77,102.186,908,154,10,47,26-02-2022
1424,NOLSM2641021264,3,Implantation,1.20E+16,1.23E+17,5.55E+17,3.01E+17,6.00E+17,31568.412,103.001,902,156,10,48,26-02-2022
1425,NOLSM2651022265,1,Implantation,8.22385E+15,1.44E+17,6.40E+17,3.00E+17,6.00E+17,32672.059,104.117,879,152,10,49,26-02-2022
1426,NOLSM2661023266,2,Implantation,7.68862E+15,1.23E+17,6.92E+17,3.01E+17,6.00E+17,32628.909,98.842,919,155,10,50,26-02-2022
1427,NOLSM2671024267,3,Implantation,1.79E+16,8.32E+16,6.34E+17,2.99E+17,6.00E+17,31536.829,104.62,912,154,10,51,26-02-2022
1428,NOLSM2681025268,1,Implantation,2.12076E+15,4.49E+16,-6.60E+16,2.99E+17,6.00E+17,30765.724,103.031,907,153,10,52,26-02-2022
1429,NOLSM2691026269,2,Implantation,1.25E+16,1.11E+17,2.40E+17,3.00E+17,6.00E+17,30855.999,103.879,902,155,10,53,26-02-2022
1430,NOLSM2701027270,3,Implantation,1.22E+16,9.77E+16,1.12E+18,3.02E+17,6.00E+17,30260.942,104.194,893,154,10,54,26-02-2022
1431,NOLSM784301784,1,Implantation,5.92365E+15,3846247470,1.79892E+11,3.01E+17,6.00E+17,32337.742,100.688,909,151,30,28,26-02-2022
1432,NOLSM785302785,2,Implantation,7.32126E+15,2.76E+16,4.29E+17,3.01E+17,6.00E+17,32422.811,100.968,908,151,30,29,26-02-2022
1433,NOLSM786303786,3,Implantation,1.99E+16,1.59E+17,1.02E+18,3.01E+17,6.00E+17,32255.476,100.571,904,151,30,30,26-02-2022
1434,NOLSM787304787,1,Implantation,1.68E+16,3.03664E+12,1.9006E+14,2.98E+17,6.00E+17,32597.159,100.254,905,150,30,31,26-02-2022
1435,NOLSM788305788,2,Implantation,1.08E+16,4.68E+16,3.00E+17,3.02E+17,6.00E+17,32194.56,99.766,901,150,30,32,26-02-2022
1436,NOLSM789306789,3,Implantation,1.42E+16,2.70E+16,5.31E+17,3.01E+17,6.00E+17,32641.989,100.404,904,151,30,33,26-02-2022
1437,NOLSM790307790,1,Implantation,6.69678E+15,5.63E+16,5.26566E+14,2.98E+17,6.00E+17,32639.929,100.729,903,151,30,34,26-02-2022
1438,NOLSM791308791,2,Implantation,1.66E+16,1.58E+17,9.62E+17,3.00E+17,6.00E+17,32636.286,100.703,904,151,30,35,26-02-2022
1439,NOLSM792309792,3,Implantation,6.55235E+15,6.40E+16,5.47026E+13,2.99E+17,6.00E+17,31686.264,100.155,904,150,30,36,26-02-2022
1440,NOLSM7933010793,1,Implantation,2.07E+16,1.01227E+15,2.75074E+15,3.00E+17,6.00E+17,31783.84,100.177,903,150,30,37,26-02-2022
1441,NOLSM7943011794,2,Implantation,2.92882E+15,8.08099E+13,1.79E+16,3.00E+17,6.00E+17,31618.822,100.256,904,150,30,38,26-02-2022
1442,NOLSM7953012795,3,Implantation,5.24865E+15,5.19E+16,1.15E+16,3.01E+17,6.00E+17,31618.16,100.32,908,150,30,39,26-02-2022
1443,NOLSM7963013796,1,Implantation,8.59146E+15,1.96E+16,5.11E+17,3.00E+17,6.00E+17,31910.25,101.053,908,152,30,40,26-02-2022
1444,NOLSM7973014797,2,Implantation,8.9872E+15,7.34E+16,5.39E+17,3.00E+17,6.00E+17,32155.309,101.003,900,152,30,41,26-02-2022
1445,NOLSM7983015798,3,Implantation,1.11E+16,5.59E+16,3.99E+17,3.00E+17,6.00E+17,32178.343,99.116,899,149,30,42,26-02-2022
1446,NOLSM7993016799,1,Implantation,4.33156E+15,1.81E+16,1.17E+17,3.00E+17,6.00E+17,32141.981,99.859,900,150,30,43,26-02-2022
1447,NOLSM8003017800,2,Implantation,5.10477E+15,1.58E+16,3.02E+17,2.99E+17,6.00E+17,31618.691,99.796,898,150,30,44,26-02-2022
1448,NOLSM8013018801,3,Implantation,6.70438E+15,6.70E+16,4.01E+17,3.01E+17,6.00E+17,33321.979,99.736,900,150,30,45,26-02-2022
1449,NOLSM8023019802,1,Implantation,8.04088E+15,6.43E+16,4.53E+17,3.01E+17,6.00E+17,32175.559,99.674,899,150,30,46,26-02-2022
1450,NOLSM8033020803,2,Implantation,1.47E+16,2.4737E+14,1.42264E+12,2.99E+17,6.00E+17,31260.811,101.119,917,152,30,47,26-02-2022
1451,NOLSM8043021804,3,Implantation,3.53174E+15,2.52E+16,3.80E+16,3.00E+17,6.00E+17,31576.001,101.482,908,152,30,48,26-02-2022
1452,NOLSM8053022805,1,Implantation,1.52E+16,1.52E+17,9.07E+17,3.00E+17,6.00E+17,31637.594,100.782,908,151,30,49,26-02-2022
1453,NOLSM8063023806,2,Implantation,3.70301E+15,1.31E+16,1.55E+17,3.00E+17,6.00E+17,32156.959,99.711,908,150,30,50,26-02-2022
1454,NOLSM8073024807,3,Implantation,1.17E+16,1.44E+16,3.37E+16,3.01E+17,6.00E+17,32998.534,100.557,909,151,30,51,26-02-2022
1455,NOLSM8083025808,1,Implantation,9.13282E+15,8.88E+16,2.72E+17,3.00E+17,6.00E+17,33115.585,100.657,925,151,30,52,26-02-2022
1456,NOLSM8093026809,2,Implantation,8.82256E+15,4.11E+16,4.86E+17,3.01E+17,6.00E+17,32465.72,101.98,913,153,30,53,26-02-2022
1457,NOLSM8103027810,3,Implantation,6.52078E+15,2.84303E+15,1.27475E+14,3.00E+17,6.00E+17,32576.424,101.416,913,152,30,54,26-02-2022
1458,NOLSM244101,3,Implantation,1.18E+16,1.18E+17,6.36E+17,3.00E+17,6.00E+17,32163.791,100.24,908,158,10,1,26-02-2022
1459,NOLSM245102,3,Implantation,1.59E+16,1.22E+17,6.64E+17,3.00E+17,6.00E+17,31833.551,102.338,886,156,10,2,26-02-2022
1460,NOLSM246103,2,Implantation,1.41E+16,1.29E+17,3.86E+17,3.03E+17,6.00E+17,32188.226,106.191,896,153,10,3,26-02-2022
1461,NOLSM247104,1,Implantation,1.60E+16,7.80E+16,3.19E+16,2.99E+17,6.00E+17,32228.325,102.064,891,158,10,4,26-02-2022
1462,NOLSM248105,1,Implantation,1.31E+16,1.08E+17,8.48E+17,3.00E+17,6.00E+17,30846.811,101.812,887,154,10,5,26-02-2022
1463,NOLSM249106,3,Implantation,1.23E+16,1.52E+17,6.81E+17,3.01E+17,6.00E+17,32759.266,106.709,904,151,10,6,26-02-2022
1464,NOLSM250107,3,Implantation,1.24E+16,9.84E+16,4.61E+17,3.02E+17,6.00E+17,32057.894,101.318,908,157,10,7,26-02-2022
1465,NOLSM251108,2,Implantation,6.23388E+15,7.04E+16,5.95E+17,2.99E+17,6.00E+17,31994.968,103.206,893,155,10,8,26-02-2022
1466,NOLSM252109,1,Implantation,1.50E+16,8.48E+16,9.33E+17,3.01E+17,6.00E+17,31986.81,101.812,879,152,10,9,26-02-2022
1467,NOLSM2531010,1,Implantation,1.62E+16,1.59E+17,5.12E+17,3.01E+17,6.00E+17,31791.31,104.329,873,154,10,10,26-02-2022
1468,NOLSM2541011,3,Implantation,9.4981E+15,5.70E+16,8.14E+17,3.03E+17,6.00E+17,30626.351,100.865,871,156,10,11,26-02-2022
1469,NOLSM2551012,2,Implantation,1.03E+16,6.98E+16,2.86E+17,3.00E+17,6.00E+17,31950.761,103.631,898,153,10,12,26-02-2022
1470,NOLSM2561013,1,Implantation,8.47317E+15,7.01E+16,5.18E+17,2.99E+17,6.00E+17,31352.585,103.491,909,155,10,13,26-02-2022
